当前股票 603733 股票名字 仙鹤股份 评级为: A- .............. i =1 , i的余数为 1
当前股票 300303 股票名字 聚飞光电 评级为: C+ .............. i =1055 , i的余数为 1
当前股票 600383 股票名字 金地集团 评级为: A  .............. i =1056 , i的余数为 0
当前股票 300457 股票名字 赢合科技 评级为: A  .............. i =1057 , i的余数为 1
当前股票 600675 股票名字 中华企业 评级为: B- .............. i =1058 , i的余数为 0
当前股票 002543 股票名字 万和电气 评级为: B+ .............. i =1059 , i的余数为 1
当前股票 603566 股票名字 普莱柯 评级为: B+ .............. i =1060 , i的余数为 0
当前股票 002405 股票名字 四维图新 评级为: B+ .............. i =1061 , i的余数为 1
当前股票 601766 股票名字 中国中车 评级为: B+ .............. i =1062 , i的余数为 0
当前股票 300392 股票名字 腾信股份 评级为: D+ .............. i =1063 , i的余数为 1
当前股票 600605 股票名字 汇通能源 评级为: B+ .............. i =1064 , i的余数为 0
当前股票 603823 股票名字 百合花 评级为: B  .............. i =1065 , i的余数为 1
当前股票 300651 股票名字 金陵体育 评级为: A  .............. i =1066 , i的余数为 0
当前股票 002222 股票名字 福晶科技 评级为: A+ .............. i =1067 , i的余数为 1
当前股票 300484 股票名字 蓝海华腾 评级为: B- .............. i =1068 , i的余数为 0
当前股票 603997 股票名字 继峰股份 评级为: A- .............. i =1069 , i的余数为 1
当前股票 002550 股票名字 千红制药 评级为: B- .............. i =1070 , i的余数为 0
当前股票 300319 股票名字 麦捷科技 评级为: C  .............. i =1071 , i的余数为 1
当前股票 603906 股票名字 龙蟠科技 评级为: B+ .............. i =1072 , i的余数为 0
当前股票 600389 股票名字 江山股份 评级为: B  .............. i =1073 , i的余数为 1
当前股票 002248 股票名字 华东数控 评级为: B- .............. i =1074 , i的余数为 0
当前股票 600885 股票名字 宏发股份 评级为: A+ .............. i =1075 , i的余数为 1
当前股票 601616 股票名字 广电电气 评级为: C+ .............. i =1076 , i的余数为 0
当前股票 002691 股票名字 冀凯股份 评级为: A- .............. i =1077 , i的余数为 1
当前股票 600480 股票名字 凌云股份 评级为: B  .............. i =1078 , i的余数为 0
当前股票 600662 股票名字 强生控股 评级为: B  .............. i =1079 , i的余数为 1
当前股票 600517 股票名字 置信电气 评级为: B  .............. i =1080 , i的余数为 0
当前股票 600728 股票名字 佳都科技 评级为: B  .............. i =1081 , i的余数为 1
当前股票 000883 股票名字 湖北能源 评级为: B+ .............. i =1082 , i的余数为 0
当前股票 600867 股票名字 通化东宝 评级为: A+ .............. i =1083 , i的余数为 1
当前股票 002705 股票名字 新宝股份 评级为: A  .............. i =1084 , i的余数为 0
当前股票 600299 股票名字 安迪苏 评级为: A- .............. i =1085 , i的余数为 1
当前股票 601233 股票名字 桐昆股份 评级为: A+ .............. i =1086 , i的余数为 0
当前股票 000768 股票名字 中航飞机 评级为: A  .............. i =1087 , i的余数为 1
当前股票 600377 股票名字 宁沪高速 评级为: A  .............. i =1088 , i的余数为 0
当前股票 600585 股票名字 海螺水泥 评级为: A+ .............. i =1089 , i的余数为 1
当前股票 002595 股票名字 豪迈科技 评级为: A  .............. i =1090 , i的余数为 0
当前股票 600322 股票名字 天房发展 评级为: B+ .............. i =1091 , i的余数为 1
当前股票 600175 股票名字 美都能源 评级为: C+ .............. i =1092 , i的余数为 0
当前股票 600538 股票名字 国发股份 评级为: B  .............. i =1093 , i的余数为 1
当前股票 600609 股票名字 金杯汽车 评级为: B  .............. i =1094 , i的余数为 0
当前股票 000020 股票名字 深华发Ａ 评级为: B  .............. i =1095 , i的余数为 1
当前股票 600125 股票名字 铁龙物流 评级为: B+ .............. i =1096 , i的余数为 0
当前股票 600578 股票名字 京能电力 评级为: B- .............. i =1097 , i的余数为 1
当前股票 300706 股票名字 阿石创 评级为: B+ .............. i =1098 , i的余数为 0
当前股票 603089 股票名字 正裕工业 评级为: B  .............. i =1099 , i的余数为 1
当前股票 600416 股票名字 湘电股份 评级为: B+ .............. i =1100 , i的余数为 0
当前股票 002314 股票名字 南山控股 评级为: B  .............. i =1101 , i的余数为 1
当前股票 002345 股票名字 潮宏基 评级为: B- .............. i =1102 , i的余数为 0
当前股票 000688 股票名字 建新矿业 评级为: A  .............. i =1103 , i的余数为 1
当前股票 002399 股票名字 海普瑞 评级为: C+ .............. i =1104 , i的余数为 0
当前股票 300601 股票名字 康泰生物 评级为: A+ .............. i =1105 , i的余数为 1
当前股票 300447 股票名字 全信股份 评级为: A  .............. i =1106 , i的余数为 0
当前股票 002465 股票名字 海格通信 评级为: B+ .............. i =1107 , i的余数为 1
当前股票 603337 股票名字 杰克股份 评级为: A+ .............. i =1108 , i的余数为 0
当前股票 000411 股票名字 英特集团 评级为: A- .............. i =1109 , i的余数为 1
当前股票 002690 股票名字 美亚光电 评级为: B+ .............. i =1110 , i的余数为 0
当前股票 603081 股票名字 大丰实业 评级为: A  .............. i =1111 , i的余数为 1
当前股票 300426 股票名字 唐德影视 评级为: D- .............. i =1112 , i的余数为 0
当前股票 002276 股票名字 万马股份 评级为: B- .............. i =1113 , i的余数为 1
当前股票 002324 股票名字 普利特 评级为: B  .............. i =1114 , i的余数为 0
当前股票 002115 股票名字 三维通信 评级为: C+ .............. i =1115 , i的余数为 1
当前股票 000697 股票名字 炼石有色 评级为: C+ .............. i =1116 , i的余数为 0
当前股票 002658 股票名字 雪迪龙 评级为: B- .............. i =1117 , i的余数为 1
当前股票 300359 股票名字 全通教育 评级为: D+ .............. i =1118 , i的余数为 0
当前股票 000988 股票名字 华工科技 评级为: A  .............. i =1119 , i的余数为 1
当前股票 300124 股票名字 汇川技术 评级为: A  .............. i =1120 , i的余数为 0
当前股票 002029 股票名字 七狼 评级为: A- .............. i =1121 , i的余数为 1
当前股票 002206 股票名字 海利得 评级为: A- .............. i =1122 , i的余数为 0
当前股票 000639 股票名字 西王食品 评级为: A- .............. i =1123 , i的余数为 1
当前股票 000410 股票名字 沈阳机床 评级为: B- .............. i =1124 , i的余数为 0
当前股票 600814 股票名字 杭州解百 评级为: B- .............. i =1125 , i的余数为 1
当前股票 300451 股票名字 创业软件 评级为: B+ .............. i =1126 , i的余数为 0
当前股票 603501 股票名字 韦尔股份 评级为: B  .............. i =1127 , i的余数为 1
当前股票 300316 股票名字 晶盛机电 评级为: D  .............. i =1128 , i的余数为 0
当前股票 300672 股票名字 国科微 评级为: C+ .............. i =1129 , i的余数为 1
当前股票 300006 股票名字 莱美药业 评级为: B+ .............. i =1130 , i的余数为 0
当前股票 002674 股票名字 兴业科技 评级为: B+ .............. i =1131 , i的余数为 1
当前股票 002714 股票名字 牧原股份 评级为: A+ .............. i =1132 , i的余数为 0
当前股票 000423 股票名字 东阿阿胶 评级为: A  .............. i =1133 , i的余数为 1
当前股票 000030 股票名字 富奥股份 评级为: A- .............. i =1134 , i的余数为 0
当前股票 600779 股票名字 水井坊 评级为: A  .............. i =1135 , i的余数为 1
当前股票 601179 股票名字 中国西电 评级为: B- .............. i =1136 , i的余数为 0
当前股票 601500 股票名字 通用股份 评级为: B  .............. i =1137 , i的余数为 1
当前股票 601218 股票名字 吉鑫科技 评级为: D- .............. i =1138 , i的余数为 0
当前股票 002718 股票名字 友邦吊顶 评级为: D- .............. i =1139 , i的余数为 1
当前股票 600106 股票名字 重庆路桥 评级为: B+ .............. i =1140 , i的余数为 0
当前股票 601021 股票名字 春秋航空 评级为: A  .............. i =1141 , i的余数为 1
当前股票 000982 股票名字 *ST中绒 评级为: D  .............. i =1142 , i的余数为 0
当前股票 000529 股票名字 广弘控股 评级为: C+ .............. i =1143 , i的余数为 1
当前股票 002199 股票名字 东晶电子 评级为: B  .............. i =1144 , i的余数为 0
当前股票 002493 股票名字 荣盛石化 评级为: A  .............. i =1145 , i的余数为 1
当前股票 000605 股票名字 渤海股份 评级为: A- .............. i =1146 , i的余数为 0
当前股票 000972 股票名字 *ST中基 评级为: B- .............. i =1147 , i的余数为 1
当前股票 300184 股票名字 力源信息 评级为: B+ .............. i =1148 , i的余数为 0
当前股票 600580 股票名字 卧龙电气 评级为: B+ .............. i =1149 , i的余数为 1
当前股票 600017 股票名字 日照港 评级为: B+ .............. i =1150 , i的余数为 0
当前股票 600461 股票名字 洪城水业 评级为: B+ .............. i =1151 , i的余数为 1
当前股票 600151 股票名字 航天机电 评级为: D- .............. i =1152 , i的余数为 0
当前股票 600705 股票名字 中航资本 评级为: A  .............. i =1153 , i的余数为 1
当前股票 601258 股票名字 庞大集团 评级为: D- .............. i =1154 , i的余数为 0
当前股票 000782 股票名字 美达股份 评级为: C+ .............. i =1155 , i的余数为 1
当前股票 002443 股票名字 金洲管道 评级为: B+ .............. i =1156 , i的余数为 0
当前股票 002669 股票名字 康达新材 评级为: B  .............. i =1157 , i的余数为 1
当前股票 600098 股票名字 广州发展 评级为: B- .............. i =1158 , i的余数为 0
当前股票 000949 股票名字 新乡化纤 评级为: B  .............. i =1159 , i的余数为 1
当前股票 000536 股票名字 华映科技 评级为: B- .............. i =1160 , i的余数为 0
当前股票 000823 股票名字 超声电子 评级为: B+ .............. i =1161 , i的余数为 1
当前股票 600865 股票名字 百大集团 评级为: B  .............. i =1162 , i的余数为 0
当前股票 600186 股票名字 莲花健康 评级为: D+ .............. i =1163 , i的余数为 1
当前股票 300699 股票名字 光威复材 评级为: A- .............. i =1164 , i的余数为 0
当前股票 002376 股票名字 新北洋 评级为: B+ .............. i =1165 , i的余数为 1
当前股票 603010 股票名字 万盛股份 评级为: A  .............. i =1166 , i的余数为 0
当前股票 300161 股票名字 华中数控 评级为: C+ .............. i =1167 , i的余数为 1
当前股票 002503 股票名字 搜于特 评级为: B+ .............. i =1168 , i的余数为 0
